cement,slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,72.990113472
500.0,0.0,0.0,140.0,4.0,966.0,853.0,7,55.895194276
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,40.269535244
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,59.094368996
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,68.299492136
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,60.294675226
500.0,0.0,0.0,140.0,4.0,966.0,853.0,91,65.196851258
500.0,0.0,0.0,140.0,4.0,966.0,853.0,7,55.506908446
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,71.29871379000001
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,41.369751761999995
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,60.294675226
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,71.69864726800001
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,62.504667224000004
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,67.791532778
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,74.697828942
500.0,0.0,0.0,140.0,4.0,966.0,853.0,7,58.804624372
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,73.698852562
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,42.12814005
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,61.092080870000004
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,63.396642276000004
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,69.494149194
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,76.296213092
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,42.351758434
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,61.893210170000005
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,74.501767372
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,64.20215153
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,70.7017974
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,78.800564982
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,43.798273164
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,62.70009788
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,75.303871828
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,65.00413656
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,71.504522104
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,80.199848684
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,44.79881873
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,63.49743421
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,76.101371074
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,65.800759514
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,72.30103208
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,81.501932324
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,45.599534646
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,64.30129838
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,77.003430326
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,66.702623682
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,73.103017626
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,82.803083604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,46.501314858
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,65.10326993
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,78.000204978
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,67.49932644
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,74.003119594
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,84.104634468
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,47.299666008
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,66.002529198
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,78.998443908
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,68.2995625
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,74.89924743
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,85.404123608
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,48.1000074
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,66.902593248
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,79.999809974
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,69.10034128
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,75.802496148
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,86.70314847
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,48.90063869
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,67.799303454
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,80.99939733000001
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,69.89920271
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,76.699493778
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,88.002482218
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,49.699993306
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,68.699583346
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,82.002676674
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,70.699238924
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,77.600187492
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,89.300806702
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,50.499131010000004
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,69.600146866
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,82.99974202
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,71.499878514
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,78.499857752
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,90.59917899
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,51.299724576
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,70.49993622
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,84.000301816
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,72.299648952
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,79.400063734
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,91.897820044
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,52.100259036
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,71.400043234
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,84.99979135
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,73.100052252
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,80.301429384
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,93.196744706
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,52.899873986
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,72.300326322
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,86.002648612
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,73.89978572
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,81.200678668
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,94.49932644
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,53.699239092
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,73.20053969
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,86.999761064
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,74.70122528
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,82.10004443
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,95.800557832
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,54.49951362
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,74.10053276
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,87.999183846
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,75.499468042
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,83.001144352
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,97.101496738
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,55.300305866
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,74.999432126
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,89.00077715
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,76.300780568
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,83.899912896
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,98.400236324
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,56.09950965
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,75.899303814
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,90.000188682
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,77.09989745
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,84.800074554
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,99.699602012
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,56.900475292
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,76.79960263
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,91.000091134
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,77.900072984
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,85.699642198
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,100.999468182
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,57.700606818
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,77.699069228
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,92.000178184
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,78.700161546
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,86.600284808
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,102.299047704
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,58.49958284
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,78.600014306
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,93.000168306
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,79.499623368
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,87.500058612
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,103.599011806
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,59.30058385
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,79.49953257
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,93.999972916
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,80.300029696
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,88.39964448
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,104.899408304
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,60.10002749
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,80.400049604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,95.000432906
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,81.099664626
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,89.300105614
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,106.199562138
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,60.900496614
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,81.300506906
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,96.000117848
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,81.900310126
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,90.199749496
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,107.499772898
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,61.700133288
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,82.20010209
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,97.000172352
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,82.69944715
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,91.1000774
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,108.80056778
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,62.500294412
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,83.100431218
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,98.00022363
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,83.499853098
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,91.999898692
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,110.099783388
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,63.300547442
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,83.999675054
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,99.000042086
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,84.300258086
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,92.900154878
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,111.400194382
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,64.100044638
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,84.90013231
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,100.000165438
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,85.099983056
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,93.800030168
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,112.699871622
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,64.900470194
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,85.800449568
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,101.00004145
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,85.89969795
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,94.700163676
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,113.99956911
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,65.700327106
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,86.69973717
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,102.000161588
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,86.700248034
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,95.599842554
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,115.30020762
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,66.5003202
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,87.599990088
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,102.999820982
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,87.500204562
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,96.499773006
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,116.599965996
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,67.300266198
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,88.500019224
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,103.999839958
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,88.300381258
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,97.400028398
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,117.89995592
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,68.100079532
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,89.400122026
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,104.999697798
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,89.099756148
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,98.300029764
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,119.199987774
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,68.899672654
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,90.30018477
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,105.99984099
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,89.900218046
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,99.19993639
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,120.50025978
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,69.700016904
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,91.20000276
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,106.99969751
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,90.699824286
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,100.0996584
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,121.800121182
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,70.49996655
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,92.099851608
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,107.999996266
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,91.500166224
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,100.999772604
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,123.10007355
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,71.299746422
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,92.999915946
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,108.999702582
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,92.299950882
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,101.900303566
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,124.399914512
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,72.099493014
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,93.89961924
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,110.00004489
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,93.10003846
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,102.79993333
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,125.699956684
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,72.899833994
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,94.79977338
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,111.000173316
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,93.899916634
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,103.699660158
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,126.999854796
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,73.699805482
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,95.699983096
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,112.00023756
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,94.70011228
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,104.599754248
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,128.299970004
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,74.499795132
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,96.59975995
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,113.000035376
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,95.500085042
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,105.499924204
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,129.599877756
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,75.299954382
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,97.499943564
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,114.000090684
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,96.30013991
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,106.4000589
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,130.900148598
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,76.099893512
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,98.39988736
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,115.00005496
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,97.100105466
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,107.299923624
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,132.199955186
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,76.899827668
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,99.299958752
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,116.000163524
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,97.899998472
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,108.199885322
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,133.500107928
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,77.699995344
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,100.199846018
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,116.999876414
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,98.700134746
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,109.099865216
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,134.800017216
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,78.49990905
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,101.09990957
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,117.999868566
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,99.499926302
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,109.999750296
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,136.100022026
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,79.300067116
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,101.999769416
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,118.999978434
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,100.299899232
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,110.899933958
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,137.399755844
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,80.100107696
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,102.899958084
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,119.999922486
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,101.100176204
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,111.80004316
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,138.700313204
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,80.89980565
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,103.799954186
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,121.00007336
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,101.899947374
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,112.69996053
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,140.000047002
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,81.699962388
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,104.69999849
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,121.999946926
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,102.69988097
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,113.600194354
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,141.299976202
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,82.500089742
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,105.600050652
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,122.99996967
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,103.50001746
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,114.50022942
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,142.599959684
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,83.299849638
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,106.499966684
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,123.999993316
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,104.299791534
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,115.40001086
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,143.9000042
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,84.1000035
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,107.39999204
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,124.99995152
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,105.099940642
500.0,0.0,0.0,140.0,4.0,966.0,853.0,90,116.29993911
500.0,0.0,0.0,140.0,4.0,966.0,853.0,180,145.19995879
500.0,0.0,0.0,140.0,4.0,966.0,853.0,3,84.89998251
500.0,0.0,0.0,140.0,4.0,966.0,853.0,14,108.30007704
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,126.00005742
500.0,0.0,0.0,140.0,4.0,966.0,853.0,56,105.899926752
